Brand,id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,coordinates
1,1.31E+18,Tue Sep 15 02:36:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bhuvnesh_bagri: Samsung Electronics launches 'Galaxy Watch 3' titanium model on the 18th September. 🤩
Source : https://t.co/sGv3nV70nF…",Samsung Electronics launches 'Galaxy Watch titanium model th September Source,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,3,TechMatter2,FALSE,,bhuvnesh_bagri,"New Delhi, India",
1,1.31E+18,Tue Sep 15 02:35:53 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,Sridhar61941395,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 02:35:33 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,AshokSh41199079,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,veshali sector 2  sahibabad up,
1,1.31E+18,Tue Sep 15 02:35:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bhuvnesh_bagri: Samsung Electronics launches 'Galaxy Watch 3' titanium model on the 18th September. 🤩
Source : https://t.co/sGv3nV70nF…",Samsung Electronics launches 'Galaxy Watch titanium model th September Source,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,3,hwangmh01,FALSE,,bhuvnesh_bagri,대구의 한 시골마을,
1,1.31E+18,Tue Sep 15 02:34:56 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Save more cherished moments freely! TOPESEL 64GB Micro SD card for your Phone #microsdcard #tfcard #samsung #Photos https://t.co/MWMxySYDx4,Save cherished moments freely TOPESEL GB Micro SD card Phone,"Sentiment(polarity=0.4, subjectivity=0.8)",0.4,0.8,en,0,0,TopeselT,FALSE,"microsdcard, tfcard, samsung, Photos",,,
1,1.31E+18,Tue Sep 15 02:34:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,MahinderDass9,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,,
1,1.31E+18,Tue Sep 15 02:32:46 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Samsung Electronics launches 'Galaxy Watch 3' titanium model on the 18th September. 🤩
Source :… https://t.co/KV1prFVL69",Samsung Electronics launches 'Galaxy Watch titanium model th September Source,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,3,3,bhuvnesh_bagri,FALSE,,,"New Delhi, India",
1,1.31E+18,Tue Sep 15 02:32:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,ZUBERKH72875824,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 02:32:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @heart_jinArmy: OMG!!!!! BTS Samsung ads is SUPERB!!! They unleash the other side of each artist. Jin, my man + JK...I so, so, love watc…",OMG BTS Samsung ads SUPERB They unleash side artist Jin man JK ... I love watc,"Sentiment(polarity=0.75, subjectivity=0.8)",0.75,0.8,en,0,4,SandEunNgo,,,heart_jinArmy,jin's heart is my humble home ,
1,1.31E+18,Tue Sep 15 02:28:42 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh also @LoopyCases is a brand you can trust. I’ve been getting their cases since their first Kickstarter. They sta… https://t.co/QbnrLTgNWx,Oh also brand trust Ive getting cases since first Kickstarter They sta,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,en,0,0,UncleIroh613,,,LoopyCases,,
1,1.31E+18,Tue Sep 15 02:27:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SamsungIndia: The shape of the future changes now. This is the new #GalaxyZFold2 5G. Pre-order starts today at 12 noon. Register here:…,The shape future changes This new G. Pre-order starts today noon Register,"Sentiment(polarity=0.06818181818181818, subjectivity=0.2897727272727273)",0.068181818,0.289772727,en,0,502,morihanrazaqad1,FALSE,GalaxyZFold2,SamsungIndia,"Kannauj, India",
1,1.31E+18,Tue Sep 15 02:25:50 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,Ajithku36359562,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 02:25:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Samsung Galaxy Tab Active 3 (SM-T570) Received the FCC Certification 🥀
#Samsung #SamsungGalaxyTabActive3… https://t.co/dycICsHsGW",Samsung Galaxy Tab Active SM-T570 Received FCC Certification,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.6)",-0.133333333,0.6,en,0,0,BestTecher1,FALSE,"Samsung, SamsungGalaxyTabActive3",,"Digha, India",
1,1.31E+18,Tue Sep 15 02:24:29 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Samsung Galaxy Buds Live review - Unique design with perfect fit, finally! https://t.co/l7iLAWYsiE #gogitech… https://t.co/zyPz1ebutG",Samsung Galaxy Buds Live review Unique design perfect fit finally,"Sentiment(polarity=0.3822727272727272, subjectivity=0.78)",0.382272727,0.78,en,0,0,IAMRAJNISHKUMAR,FALSE,gogitech,,"Patna, India",
1,1.31E+18,Tue Sep 15 02:20:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,DileepS94728729,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,,
1,1.31E+18,Tue Sep 15 02:19:18 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[#Electronics] When the South Korea government unveiled an expanded semiconductor material testing facility last mo… https://t.co/fAGo4VEQiC,When South Korea government unveiled expanded semiconductor material testing facility last mo,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,en,0,0,cdroundtable,FALSE,Electronics,,Asia Pacific,
1,1.31E+18,Tue Sep 15 02:17:33 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,AjayMis91446072,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,,
1,1.31E+18,Tue Sep 15 02:17:17 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @dianne_bromley: SIGN PETITION✔ #Samsung Help us to end the abhorrent cruelty &amp; suffering of cats/dogs in your country #SouthKorea ✏http…,SIGN PETITION Help us end abhorrent cruelty amp suffering cats/dogs country http,"Sentiment(polarity=-0.7, subjectivity=0.8)",-0.7,0.8,en,0,24,kattavinir,,"Samsung, SouthKorea",dianne_bromley,,
1,1.31E+18,Tue Sep 15 02:17:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Someone buy me a zfold 2 for my birthday! #Zfold2ForYody #Zfold2
#samsung #ireallywantafoldieboi
#likeforreal #😎",Someone buy zfold birthday,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,itsYaBoyYody,,"Zfold2ForYody, Zfold2, samsung, ireallywantafoldieboi, likeforreal",,"Rome, GA",
1,1.31E+18,Tue Sep 15 02:16:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,PARTHYBAN8,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 02:15:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MKBHD I agree. LG Wing will not make them succeed 
Or in the same level with #Samsung or #iPhone",I agree LG Wing make succeed Or level,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,blue_wave17,,"Samsung, iPhone",MKBHD,Canada ,
1,1.31E+18,Tue Sep 15 02:14:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","What is your opinion about this list?

@Android @AndroidDev 

#Android11 #Android #Samsung #Xiaomi #OnePlus #realme… https://t.co/QzX93OwPzF",What opinion list,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,2,0,24TechSpecs,FALSE,"Android11, Android, Samsung, Xiaomi, OnePlus, realme","Android, AndroidDev",india,
1,1.31E+18,Tue Sep 15 02:13:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SamsungIndia: Farewell, flat. 
As one era ends, the next one unfolds.
Change the shape of the future. 
Pre-order the #GalaxyZFold2 5G n…",Farewell flat As one era ends next one unfolds.Change shape future Pre-order G n,"Sentiment(polarity=-0.008333333333333333, subjectivity=0.08333333333333333)",-0.008333333,0.083333333,en,0,21,shadabanwar866,,GalaxyZFold2,SamsungIndia,Supaul,
1,1.31E+18,Tue Sep 15 02:11:42 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @dianne_bromley: SIGN PETITION✔ #Samsung Help us to end the abhorrent cruelty &amp; suffering of cats/dogs in your country #SouthKorea ✏http…,SIGN PETITION Help us end abhorrent cruelty amp suffering cats/dogs country http,"Sentiment(polarity=-0.7, subjectivity=0.8)",-0.7,0.8,en,0,24,Icelander_is,,"Samsung, SouthKorea",dianne_bromley,"Reykjavík, Ísland",
1,1.31E+18,Tue Sep 15 02:11:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Samsung Galaxy Buds Live review - Unique design with perfect fit, finally! https://t.co/pmEfaDxRmb #gogitech… https://t.co/n2ji69yN1E",Samsung Galaxy Buds Live review Unique design perfect fit finally,"Sentiment(polarity=0.3822727272727272, subjectivity=0.78)",0.382272727,0.78,en,0,0,NabinPr62352653,FALSE,gogitech,,,
1,1.31E+18,Tue Sep 15 02:08:19 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Why an extra telephoto camera though? 🤔

#Samsung
#GalaxyS21Ultra
#TechNave https://t.co/TaFtyrXSNo",Why extra telephoto camera though,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,en,0,0,technavemy,FALSE,"Samsung, GalaxyS21Ultra, TechNave",,Malaysia,
1,1.31E+18,Tue Sep 15 02:07:06 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NowAppDev: Make your #crypto list and track live prices Chart with upwards trend
CRYPTO (now@1)
https://t.co/t0Se6T9idr
https://t.co/NA…",Make list track live prices Chart upwards trendCRYPTO,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.136363636,0.5,en,0,0,Ether_SPCE_hero,FALSE,crypto,NowAppDev,"Taylor, MI",
1,1.31E+18,Tue Sep 15 02:06:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,KadoleDhanraj,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,"Khandwa, India",
1,1.31E+18,Tue Sep 15 02:04:52 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @dianne_bromley: SIGN PETITION✔ #Samsung Help us to end the abhorrent cruelty &amp; suffering of cats/dogs in your country #SouthKorea ✏http…,SIGN PETITION Help us end abhorrent cruelty amp suffering cats/dogs country http,"Sentiment(polarity=-0.7, subjectivity=0.8)",-0.7,0.8,en,0,24,soldier_777,,"Samsung, SouthKorea",dianne_bromley,,
1,1.31E+18,Tue Sep 15 02:04:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HFVUnbox ye Vivo,oppo,Oneplus,realme,iqoo #SAMSUNG ka design copy karke invation ke naam se marketing karte hai an… https://t.co/rvZVohQvmu",ye Vivo oppo Oneplus realme iqoo ka design copy karke invation ke naam se marketing karte hai,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,1,0,Sukhvin91170407,,SAMSUNG,HFVUnbox,Pakur JHARKHAND,
1,1.31E+18,Tue Sep 15 02:03:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,shivanandborag6,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 02:03:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,2,JRAMESH02607918,,GalaxyZFold2,Poorvika_Mobile,kovilpatti,
1,1.31E+18,Tue Sep 15 02:03:11 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TechInRL: AirPods with Android! (How to Setup AirPods on an Android Phone or Tablet) https://t.co/imzq6LOwsz #Android #AirPods #AirPods…,AirPods Android How Setup AirPods Android Phone Tablet,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,2,TechGuyBert,FALSE,"Android, AirPods",TechInRL,"Toronto, ON",
1,1.31E+18,Tue Sep 15 02:01:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,Niamthullah1,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,,
1,1.31E+18,Tue Sep 15 02:00:07 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","So much for having a voucher code for free Galaxy Buds when the code does not work.  D'oh!  
#Samsung #GalaxyBudsPlus",So much voucher code free Galaxy Buds code work D'oh,"Sentiment(polarity=0.30000000000000004, subjectivity=0.5)",0.3,0.5,en,0,0,Brassylassy,,"Samsung, GalaxyBudsPlus",,,
1,1.31E+18,Tue Sep 15 01:58:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @inbaraju_d: Today's Setup
Fantastic Gradient #Wallpaper by dear @caterina_o 
Link 👉 https://t.co/qYKGUcdyZA
#Kwgt #widget Plantilla by…",Today 's SetupFantastic Gradient dear Link Plantilla,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,11,Saumil8200,FALSE,"Wallpaper, Kwgt, widget","inbaraju_d, caterina_o",,
1,1.31E+18,Tue Sep 15 01:57:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,MohanaP21095530,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 01:53:53 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KiranRathOffici: Not without my #samsung #samsungs20ultra #samsungs20plus 😍😉🙌
#MondayMorning #MondayVibes https://t.co/FQeffDI6Cv",Not without,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,21,Aditya79655142,FALSE,"samsung, samsungs20ultra, samsungs20plus, MondayMorning, MondayVibes",KiranRathOffici,,
1,1.31E+18,Tue Sep 15 01:51:17 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[COMMENTs &amp; REVIEWs] SAMSUNG 32-Inch G5 Odyssey Gaming Monitor with 1000R Curved Screen,44Hz,1ms, FreeSync Premium… https://t.co/rI1n13Wu9s","COMMENTs amp REVIEWs SAMSUNG -Inch G5 Odyssey Gaming Monitor R Curved Screen,44Hz,1ms FreeSync Premium","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,technew2day,FALSE,,,U.S.A.,
1,1.31E+18,Tue Sep 15 01:50:54 +0000 2020,"<a href=""https://www.fs-poster.com"" rel=""nofollow"">FS Poster</a>","#Samsung, Centene to Bring Telehealth to 13k Patients in Rural, Underserved Communities – – MedLancr is now trendin… https://t.co/dd69Mv1R28",Centene Bring Telehealth k Patients Rural Underserved Communities MedLancr trendin,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,monkey_viral,FALSE,Samsung,,Globe & Beyond,
1,1.31E+18,Tue Sep 15 01:50:28 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SamsungIndia: Make the most of your work and play with the new #GalaxyNote20 series. Are you ready to #WFN - Work from Note? Own at ₹63…,Make work play new series Are ready Work Note Own,"Sentiment(polarity=0.3121212121212121, subjectivity=0.6515151515151515)",0.312121212,0.651515152,en,0,16,pradeepkrsriva8,,"GalaxyNote20, WFN",SamsungIndia,,
1,1.31E+18,Tue Sep 15 01:49:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,AshokN59452354,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 01:49:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,Yashoda30930741,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 01:47:54 +0000 2020,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>","Samsung Electronics' 2019 flagship tablet'Galaxy Tab S6' is receiving one UI 2.5 update.
Both Wi-Fi and LTE models… https://t.co/UdJbu2PDTz",Samsung Electronics flagship tablet'Galaxy Tab S6 receiving one UI update.Both Wi-Fi LTE models,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,Gadgetalertsin,FALSE,,,,
1,1.31E+18,Tue Sep 15 01:47:42 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I may have to leave #samsung to go back to #LG. The #wing looks phenomenal. WOW it looks awesome @UnboxTherapy,I may leave go back The looks phenomenal WOW looks awesome,"Sentiment(polarity=0.4, subjectivity=0.625)",0.4,0.625,en,0,0,actuallyMT22,,"samsung, LG, wing",UnboxTherapy,turn around,
1,1.31E+18,Tue Sep 15 01:47:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,Vishalrajsthan,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,"🇮🇳🇮🇳India,,,,rajsthan🇮🇳",
1,1.31E+18,Tue Sep 15 01:46:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@OLineOIndia @SamsungIndia @SamsungMobile For prebooking call 📞 6390063900
https://t.co/HRUWoHsIoH 
#VocalForLocal… https://t.co/DfHzZU7lKq",For prebooking call,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,0,BhaveshPunamiy2,FALSE,VocalForLocal,"OLineOIndia, SamsungIndia, SamsungMobile",Mumbai,
1,1.31E+18,Tue Sep 15 01:44:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @nanistechlogic: https://t.co/BZu2Qa0f3e
#Samsung Tab s7 Unboxing https://t.co/P8Gv6y3o6a",Tab s7 Unboxing,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,719,khadar1201,FALSE,Samsung,nanistechlogic,"Nellore, India",
1,1.31E+18,Tue Sep 15 01:44:26 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Galaxy S10 cool Irish flag design for the patriotic american irishman Case Ir... https://t.co/0rFNn5Xgu6 via… https://t.co/rsLjSgbvHP,Galaxy S10 cool Irish flag design patriotic american irishman Case Ir ... via,"Sentiment(polarity=0.11666666666666665, subjectivity=0.21666666666666667)",0.116666667,0.216666667,en,0,0,supertees2468,FALSE,,,,
1,1.31E+18,Tue Sep 15 01:41:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,AnandaS98369170,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,,
1,1.31E+18,Tue Sep 15 01:41:15 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,Abbas66733174,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 01:40:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,ram_mlg,,GalaxyZFold2,Poorvika_Mobile,,
1,1.31E+18,Tue Sep 15 01:37:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Poorvika_Mobile: Unlock Infinite Possibilities with the stunning Dynamic AMOLED 2X folding display on the #GalaxyZFold2.
.
Book Now: ht…",Unlock Infinite Possibilities stunning Dynamic AMOLED X folding display .. Book Now ht,"Sentiment(polarity=0.25, subjectivity=0.5833333333333334)",0.25,0.583333333,en,0,246,Rsankarapandiy1,,GalaxyZFold2,Poorvika_Mobile,"Madurai North, India",
1,1.31E+18,Tue Sep 15 01:35:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Samsung: Here comes the #GalaxyUnpacked event dedicated to the #SamsungGalaxy fans around the world https://t.co/TzDq26DXjJ https://t.c…,Here comes event dedicated fans around world,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,287,ot7_katty,FALSE,"GalaxyUnpacked, SamsungGalaxy",Samsung,"LOVE, Seoul South Korea💜💜💜",
1,1.31E+18,Tue Sep 15 01:34:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @stufflistings: Samsung Galaxy S20 FE receives the NBTC certification.
https://t.co/GbJTa7fsG9
#Samsung #SamsungGalaxyS20FE https://t.co…",Samsung Galaxy S20 FE receives NBTC certification,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,42,MinaDev41066065,FALSE,"Samsung, SamsungGalaxyS20FE",stufflistings,"CD/151 sector 3, Ranchi JH",
1,1.31E+18,Tue Sep 15 01:34:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @stufflistings: Samsung Galaxy S20 FE 5G receives the EMVCO certification.
#Samsung #SamsungGalaxyS20FE https://t.co/mkFT0BATAZ",Samsung Galaxy S20 FE G receives EMVCO certification,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,en,0,52,MinaDev41066065,FALSE,"Samsung, SamsungGalaxyS20FE",stufflistings,"CD/151 sector 3, Ranchi JH",
